ZCTA,Corresponding Counties,Total Estimated Population,2010 Child Population Estimate (Under 18),2011 Child Population Estimate (Under 18),2012 Child Population Estimate (Under 18),2013 Child Population Estimate (Under 18),2014 Child Population Estimate (Under 18),2010 - 2014 Aggregated Child Population Estimate (under 18),2010 Child Population Estimate (5 and Under),2011 Child Population Estimate (5 and Under),2012 Child Population Estimate (5 and Under),2013 Child Population Estimate (5 and Under),2014 Child Population Estimate (5 and Under)-Please calculate a mean estimate for 2014,2010 - 2014 Aggregated Child Population Estimate (5 and Under)-Estimate the pop mean average for 2010-2014,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Estimated Households,"Estimated Family Households with Female Householder,No Husband Present, Children < 18",Total Estimated Child Population Under 18,Total Children in Poverty Under 18,Rate of Child Poverty Under 18,Total Poverty for Children under 3,poverty children 4 and 5,Poverty 5 years,Total Estimated Children 5 and Under,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Children 5 and under in poverty,Rate of Child Poverty 5 and Under,Column172,Birth and Married,No Birth and Married,Birth and Unmarried,No Birth and Unmarried,Number of Teen Births (15-19yrs),Total Female Population (15-19yrs),Weighted Teen Birth (999 as no data),Rate of Teen Birth(15-19yrs),Column1,Zipcode,Unique Clients Admitted for Substance Abuse Treatment (*=supressed),Number of state funded substance abuse service types utilized within a zip code,Drug- Related Offenses,Family Violence Offenses (2014),Rate of Substane Abuse Treatments,Child Abuse and Neglect Related Fatalities (2010-2014),5yr. Aggregated Child Population Estimate (2010 - 2014),Rate of Child Abuse and Neglect Related Fatalities (Under 18),Total Substantiated Child Abuse Cases (Under age 18),5yr. Aggregated Child Population Estimate (under 18) 2010 - 2014,Rate of Substantiated Child Abuse Cases (Under age 18),Total Substantiated Child Abuse Cases (5 and Under),Rate of Substantiated Child Abuse Cases (5 and Under),Poverty Ranking for Children < 18,Poverty Ranking for Children < 5,Teen Birth Ranking (15-19yrs),Substance Abuse Ranking,Child Abuse and Neglect Related Fatalities Ranking,Substantiated Child Abuse Ranking < 18,Substantiated Child Abuse Ranking < 6,Mean of Rankings (all),Final Risk Ranking,geometry
77084,Harris County,99266,28622,28313,28766,27816,28484,28400,8126,10198,10108,9068,9619,9424,56054,30380,14826,105,9246,43,22,1432,43212,35251,518,20,21,0,6144,1258,31764,2848,28793,5223,18.10%,4325,4163,1620,10108,871,191,530,404,77,198,766,56,1405,314,90,321,1884,19.00%,ZCTA5 77084,0,118,129,3424,129,3671,0.035140289,3.50%,ZCTA5 77084,77084,66,12,,,0.461538462,4,28400,0.000140844,549,28400,0.019330803,284,0.030136159,804,733,1071,1122,1439,339,462.5,852.9285714,879,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.718839,29.785501,0.0 -95.718839,29.785501,0.0 -95.683098,29.878979,0.0 -95.625361,29.879529,0.0 -95.575873,29.83169,0.0 -95.58907,29.79045,0.0 -95.644607,29.785501,0.0 -95.718839,29.785501,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77085,Fort Bend County;Harris County,16404,5353,5348,5677,5359,5475,5442,1387,1862,2020,2024,1898,1838,7411,575,6237,5,467,0,38,89,8993,6623,22,0,0,0,2321,27,4720,447,5683,913,16.10%,875,810,335,2020,110,18,279,84,26,36,73,32,129,36,17,73,233,12.00%,ZCTA5 77085,0,51,0,661,0,712,0,0.00%,ZCTA5 77085,77085,19,12,,,0.461538462,0,5442,0,101,5442,0.018558177,48,0.026111465,727,511,425.5,1345,651.5,311,406,625.2857143,431.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.475797,29.604594,0.0 -95.517037,29.627139,0.0 -95.4637,29.647484,0.0 -95.464799,29.615041,0.0 -95.475797,29.604594,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77086,Harris County,27720,9626,9138,9315,9314,9399,9358,2759,3045,3542,3342,3258,3189,11714,1779,8040,0,1858,0,0,37,16006,11393,133,240,10,0,3870,360,7704,1363,9315,3264,35.00%,1756,1180,606,3542,548,126,520,262,65,288,472,67,492,228,112,84,1213,34.00%,ZCTA5 77086,0,0,89,1052,89,1141,0.078001753,7.80%,ZCTA5 77086,77086,36,9,,,0.346153846,1,9358,0.000106856,244,9358,0.026072833,123,0.038568403,1441,1224,1322,1416,1387,484,553,1118.142857,1420,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.464249,29.898224,0.0 -95.500541,29.899874,0.0 -95.525835,29.944414,0.0 -95.4637,29.937815,0.0 -95.464249,29.898224,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77087,Harris County,38191,11333,11919,11769,11884,11794,11740,3391,3789,4070,3877,3853,3796,8597,2698,5587,0,254,10,4,44,29594,21481,199,77,29,0,7350,458,10778,1279,11770,3940,33.50%,1999,1321,750,4070,593,128,661,394,88,133,601,173,714,237,67,151,1495,37.00%,ZCTA5 77087,47,15,0,1464,47,1526,0.030799476,3.10%,ZCTA5 77087,77087,81,17,,,0.653846154,0,11740,0,227,11740,0.019336026,120,0.031611926,1407,1297,1039,1635,651.5,345,486,980.0714286,1136,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.272345,29.679376,0.0 -95.314685,29.655182,0.0 -95.326232,29.692023,0.0 -95.326782,29.695322,0.0 -95.290491,29.716767,0.0 -95.288841,29.697522,0.0 -95.272345,29.679376,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77088,Harris County,52924,14839,15547,15983,16584,15922,15775,4108,5402,5501,5529,5307,5169,31271,4483,24721,26,1734,0,12,295,21653,15876,287,233,7,0,5075,175,16200,2100,15986,5432,34.00%,2814,1859,828,5501,1146,163,1162,330,223,140,677,151,750,230,225,235,2137,39.00%,ZCTA5 77088,0,30,96,1832,96,1958,0.049029622,4.90%,ZCTA5 77088,77088,100,16,,,0.615384615,3,15775,0.000190174,553,15775,0.035055474,299,0.057841022,1417,1345,1169,1595,1517,680,839,1223.142857,1604,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.500541,29.899874,0.0 -95.464249,29.898224,0.0 -95.412562,29.898224,0.0 -95.408163,29.869631,0.0 -95.486794,29.865782,0.0 -95.500541,29.899874,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77089,Harris County,51184,13928,14093,13510,13697,13871,13820,3857,5011,4953,5047,4861,4746,26982,11348,7632,66,7284,10,72,570,24202,20011,441,303,9,0,2689,749,16310,1302,13511,2612,19.30%,2360,1652,941,4953,401,74,418,191,75,22,345,171,409,196,52,258,991,20.00%,ZCTA5 77089,41,74,77,1383,118,1575,0.074920635,7.50%,ZCTA5 77089,77089,56,13,,,0.5,1,13820,0.0000724,283,13820,0.020477858,137,0.028868044,863,778,1307,1331,1331,373,455,919.7142857,1020,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.184366,29.586448,0.0 -95.215708,29.557855,0.0 -95.266296,29.594696,0.0 -95.221207,29.62054,0.0 -95.184366,29.586448,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77090,Harris County,34201,8958,9368,10018,10689,9948,9796,3023,4065,4204,4576,4133,4000,25118,6777,16419,0,1079,0,187,656,9083,6898,60,0,0,0,1645,480,13067,2440,10047,3807,37.90%,2476,1257,471,4204,763,62,703,148,95,182,847,78,496,348,27,58,1750,42.00%,ZCTA5 77090,25,40,19,948,44,1032,0.042635659,4.30%,ZCTA5 77090,77090,41,14,,,0.538461538,5,9796,0.000510403,395,9796,0.040321838,226,0.056496272,1499,1402,1122,1389,1720,800,829,1251.571429,1645,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.41806,29.965858,0.0 -95.41971,29.965858,0.0 -95.4637,30.007099,0.0 -95.476347,30.024145,0.0 -95.429058,30.035692,0.0 -95.428508,30.035692,0.0 -95.41806,29.965858,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77091,Harris County,23361,6774,6797,6723,6364,6715,6675,2162,2400,2211,2078,2247,2220,16120,1917,13695,8,344,46,0,110,7241,5059,129,16,9,0,1870,158,8560,1181,6749,3240,48.00%,1151,772,288,2211,612,24,380,283,77,50,623,150,704,135,100,102,1409,64.00%,ZCTA5 77091,0,0,71,918,71,989,0.071789687,7.20%,ZCTA5 77091,77091,69,15,,,0.576923077,1,6675,0.000149821,482,6675,0.072213683,247,0.111282865,1688,1694,1294,1751,1455,1465,1507,1550.571429,1899,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.459301,29.841038,0.0 -95.486794,29.865782,0.0 -95.408163,29.869631,0.0 -95.403214,29.845987,0.0 -95.402664,29.841588,0.0 -95.459301,29.841038,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77092,Harris County,35332,8971,8926,9475,9682,9357,9282,3104,4106,3825,3967,3862,3773,13740,8344,4587,22,345,35,33,374,21592,16783,43,35,0,0,4347,384,12587,1178,9475,4010,42.30%,2177,1047,601,3825,545,136,671,185,14,198,492,166,1084,310,45,164,1339,35.00%,ZCTA5 77092,26,70,75,1101,101,1272,0.079402516,7.90%,ZCTA5 77092,77092,47,14,,,0.538461538,3,9282,0.000323199,245,9282,0.026394623,134,0.035517385,1593,1249,1326,1438,1638,478,557,1182.714286,1539,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.431807,29.812445,0.0 -95.450503,29.794299,0.0 -95.493942,29.825642,0.0 -95.50494,29.83334,0.0 -95.50494,29.83389,0.0 -95.486794,29.865782,0.0 -95.459301,29.841038,0.0 -95.431807,29.812445,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77093,Harris County,42639,16095,14095,14216,13851,14822,14616,4869,5539,5262,4857,5214,5148,7943,3217,4538,79,2,0,50,57,34696,24930,201,80,45,0,8962,478,11386,1316,14219,5938,41.80%,2456,2012,794,5262,937,154,1134,325,155,251,1075,257,806,406,109,329,2423,46.00%,ZCTA5 77093,0,129,53,1301,53,1483,0.035738368,3.60%,ZCTA5 77093,77093,204,18,,,0.692307692,3,14616,0.000205257,499,14616,0.03414105,282,0.054775722,1577,1492,1077,1851,1541,687,827,1293.142857,1702,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.33503,29.820143,0.0 -95.352076,29.819593,0.0 -95.358674,29.846537,0.0 -95.365823,29.87623,0.0 -95.370222,29.892726,0.0 -95.306437,29.891076,0.0 -95.306437,29.891076,0.0 -95.33503,29.820143,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77094,Harris County,8547,2288,2427,2029,2283,2298,2265,398,445,384,577,473,455,7681,5595,152,0,1838,0,0,96,866,722,0,0,24,0,89,31,3039,104,2029,42,2.10%,233,94,57,384,11,0,0,0,0,0,11,0,0,0,20,0,22,6.00%,ZCTA5 77094,0,0,0,534,0,534,0,0.00%,ZCTA5 77094,77094,*,3,,,0.115384615,1,2265,0.000441493,10,2265,0.004414928,1,0.002195882,197,349,425.5,642,1716,158,208,527.9285714,302,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.688047,29.710719,0.0 -95.718839,29.785501,0.0 -95.644607,29.785501,0.0 -95.643507,29.769555,0.0 -95.646806,29.735463,0.0 -95.688047,29.710719,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77095,Harris County,68458,19574,18355,18688,19655,19230,19100,5065,6028,6122,6211,5990,5883,52519,34126,9707,80,7250,19,231,1106,15939,10483,110,175,10,0,4343,818,23104,1475,18704,1110,5.90%,2265,2674,1183,6122,105,83,67,170,22,0,156,20,290,138,0,59,364,6.00%,ZCTA5 77095,0,44,100,1855,100,1999,0.050025013,5.00%,ZCTA5 77095,77095,33,9,,,0.346153846,2,19100,0.00010471,261,19100,0.013664694,129,0.021927042,318,356,1172,1022,1386,247,369,695.7142857,575,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.625361,29.879529,0.0 -95.683098,29.878979,0.0 -95.683648,29.880079,0.0 -95.67375,29.952662,0.0 -95.628661,29.921319,0.0 -95.619863,29.914721,0.0 -95.625361,29.879529,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77096,Harris County,34891,7554,7441,8087,8241,7929,7850,2361,2930,3142,2982,2939,2871,27707,17275,6438,113,3342,0,108,431,7184,3940,25,128,69,0,2780,242,13914,1036,8090,1559,19.30%,1483,1133,526,3142,384,28,174,119,0,134,299,34,250,58,64,15,745,24.00%,ZCTA5 77096,0,29,0,936,0,965,0,0.00%,ZCTA5 77096,77096,25,11,,,0.423076923,2,7850,0.000254765,120,7850,0.015285882,65,0.022641905,858,897,425.5,1152,1578,268,359,791.0714286,761,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.446654,29.673328,0.0 -95.508239,29.656282,0.0 -95.508789,29.675527,0.0 -95.492843,29.689824,0.0 -95.484595,29.690923,0.0 -95.447204,29.689824,0.0 -95.446654,29.673328,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77098,Harris County,12720,1413,1453,1336,1195,1378,1355,520,595,545,530,556,549,11216,9554,408,11,954,0,85,204,1504,1198,0,0,0,0,284,22,7735,98,1344,208,15.50%,309,223,13,545,63,0,8,71,0,29,0,0,23,14,0,0,63,12.00%,ZCTA5 77098,0,0,0,158,0,158,0,0.00%,ZCTA5 77098,77098,*,7,,,0.269230769,0,1355,0,20,1355,0.014760845,16,0.029135164,707,512,425.5,576,651.5,269,481,517.4285714,298,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.427958,29.730514,0.0 -95.429058,29.733813,0.0 -95.430158,29.742061,0.0 -95.402114,29.742611,0.0 -95.402114,29.725565,0.0 -95.427958,29.728864,0.0 -95.427958,29.730514,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77099,Fort Bend County;Harris County,45234,14154,14161,13841,12631,13878,13733,3990,4666,4248,3463,4218,4117,27027,5703,13276,29,7524,8,142,345,18207,12482,88,108,91,0,5060,378,14610,1629,13856,4762,34.40%,2048,1426,774,4248,610,160,559,620,76,368,725,173,747,431,112,181,1668,39.00%,ZCTA5 77099,9,21,90,1562,99,1682,0.058858502,5.90%,ZCTA5 77099,77099,53,8,,,0.307692308,2,13733,0.000145634,371,13733,0.02701512,202,0.049065881,1423,1356,1218,1355,1444,498,742,1148,1479,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.561576,29.658481,0.0 -95.571474,29.649133,0.0 -95.597868,29.660681,0.0 -95.616014,29.670028,0.0 -95.614364,29.684325,0.0 -95.557727,29.685975,0.0 -95.556078,29.66343,0.0 -95.561576,29.658481,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77201,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 77201,0,0,0,0,0,0,0,0,ZCTA5 77201,77201,0,0,,,0,0,0,,0,0,,0,,0,0,0,0,0,72.5,103.5,88,12.5,
77301,Montgomery County,31060,9121,9409,9643,9570,9494,9447,3124,4288,4211,3797,3988,3882,14068,10188,3575,33,161,0,0,111,16992,15569,78,60,0,0,1123,162,9100,1322,9649,4417,45.80%,1971,1442,798,4211,834,233,747,311,85,78,852,199,720,252,0,106,2118,50.00%,ZCTA5 77301,19,0,0,950,19,969,0.019607843,2.00%,ZCTA5 77301,77301,43,13,,,0.5,3,9447,0.00031755,299,9447,0.031649173,150,0.03864341,1651,1544,964,1440,1635,589,564,1198.142857,1568,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.384518,30.293581,0.0 -95.456551,30.265538,0.0 -95.477996,30.333722,0.0 -95.397715,30.324374,0.0 -95.384518,30.293581,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
77302,Montgomery County,17868,5060,4617,4886,4834,4895,4858,1374,1251,1438,1190,1342,1319,14163,13489,303,25,197,0,5,144,3705,2742,0,73,0,0,890,0,5839,392,4888,875,17.90%,665,559,214,1438,243,0,146,15,14,31,150,46,88,43,44,55,439,31.00%,ZCTA5 77302,0,0,11,810,11,821,0.013398295,1.30%,ZCTA5 77302,77302,15,8,,,0.307692308,0,4858,0,222,4858,0.045694282,104,0.078853538,789,1101,914,1209,651.5,949,1120,961.9285714,1099,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.272345,30.207801,0.0 -95.288841,30.163262,0.0 -95.375171,30.161612,0.0 -95.457651,30.244643,0.0 -95.457651,30.245192,0.0 -95.456551,30.265538,0.0 -95.384518,30.293581,0.0 -95.272345,30.207801,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
